"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 04, 2018","289.44","291.18","291.24","287.66","111.55M","-0.78%"
"Oct 03, 2018","291.72","292.74","293.21","291.32","64.69M","0.05%"
"Oct 02, 2018","291.56","291.56","292.36","291.14","47.26M","-0.06%"
"Oct 01, 2018","291.73","292.11","292.93","290.98","62.08M","0.35%"
"Sep 28, 2018","290.72","289.99","291.28","289.95","70.09M","0.01%"
"Sep 27, 2018","290.69","290.41","291.91","290.10","59.25M","0.28%"
"Sep 26, 2018","289.88","290.91","292.24","289.41","79.74M","-0.30%"
"Sep 25, 2018","290.75","291.53","291.65","290.48","44.37M","-0.09%"
"Sep 24, 2018","291.02","291.34","291.50","290.37","53.41M","-0.33%"
"Sep 21, 2018","291.99","293.09","293.22","291.81","105.48M","-0.54%"
"Sep 20, 2018","293.58","292.64","293.94","291.24","100.36M","0.81%"
"Sep 19, 2018","291.22","290.97","291.69","290.82","49.08M","0.11%"
"Sep 18, 2018","290.91","289.58","291.58","289.55","61.93M","0.54%"
"Sep 17, 2018","289.34","290.82","290.86","289.03","68.24M","-0.53%"
"Sep 14, 2018","290.88","291.06","291.27","290.00","55.08M","0.02%"
"Sep 13, 2018","290.83","290.32","291.04","290.00","51.03M","0.59%"
"Sep 12, 2018","289.12","289.06","289.80","288.23","59.81M","0.02%"
"Sep 11, 2018","289.05","287.37","289.55","286.98","50.53M","0.33%"
"Sep 10, 2018","288.10","288.74","289.04","287.88","50.21M","0.17%"
"Sep 07, 2018","287.60","286.98","288.70","286.71","73.52M","-0.19%"
"Sep 06, 2018","288.16","289.15","289.49","287.00","65.91M","-0.30%"
"Sep 05, 2018","289.03","289.41","289.64","287.89","72.45M","-0.27%"
"Sep 04, 2018","289.81","289.84","290.21","288.68","57.59M","-0.17%"
"Aug 31, 2018","290.31","289.84","290.81","289.29","66.14M","0.00%"
"Aug 30, 2018","290.30","290.94","291.36","289.63","61.23M","-0.40%"
"Aug 29, 2018","291.48","290.16","291.74","289.89","61.49M","0.54%"
"Aug 28, 2018","289.92","290.30","290.42","289.40","46.94M","0.05%"
"Aug 27, 2018","289.78","288.86","289.90","288.68","57.07M","0.79%"
"Aug 24, 2018","287.51","286.44","287.67","286.38","57.49M","0.60%"
"Aug 23, 2018","285.79","285.97","286.94","285.43","49.20M","-0.13%"
"Aug 22, 2018","286.17","285.88","286.76","285.57","44.99M","-0.06%"
"Aug 21, 2018","286.34","286.25","287.31","285.71","67.27M","0.23%"
"Aug 20, 2018","285.67","285.57","285.97","285.06","39.81M","0.21%"
"Aug 17, 2018","285.06","283.83","285.56","283.37","65.62M","0.35%"
"Aug 16, 2018","284.06","283.40","285.04","283.36","69.97M","0.81%"
"Aug 15, 2018","281.78","282.38","282.54","280.16","102.93M","-0.75%"
"Aug 14, 2018","283.90","282.92","284.17","282.48","43.84M","0.64%"
"Aug 13, 2018","282.10","283.47","284.16","281.77","65.73M","-0.37%"
"Aug 10, 2018","283.16","283.45","284.06","282.36","77.08M","-0.67%"
"Aug 09, 2018","285.07","285.53","285.97","284.92","35.72M","-0.14%"
"Aug 08, 2018","285.46","285.39","285.91","284.94","42.11M","-0.04%"
"Aug 07, 2018","285.58","285.39","286.01","285.24","43.20M","0.33%"
"Aug 06, 2018","284.64","283.64","284.99","283.20","39.40M","0.37%"
"Aug 03, 2018","283.60","282.53","283.66","282.33","53.94M","0.43%"
"Aug 02, 2018","282.39","279.39","282.58","279.16","63.43M","0.54%"
"Aug 01, 2018","280.86","281.56","282.13","280.13","53.85M","-0.17%"
"Jul 31, 2018","281.33","280.81","282.02","280.38","68.57M","0.49%"
"Jul 30, 2018","279.95","281.51","281.69","279.36","63.74M","-0.52%"
"Jul 27, 2018","281.42","283.71","283.82","280.38","76.78M","-0.68%"
"Jul 26, 2018","283.34","283.20","284.11","283.09","57.92M","-0.24%"
"Jul 25, 2018","284.01","281.33","284.37","281.28","78.88M","0.85%"
"Jul 24, 2018","281.61","281.79","282.56","280.63","68.03M","0.50%"
"Jul 23, 2018","280.20","279.45","280.43","279.06","47.05M","0.19%"
"Jul 20, 2018","279.68","279.77","280.48","279.50","82.37M","-0.11%"
"Jul 19, 2018","280.00","280.31","280.74","279.46","61.41M","-0.38%"
"Jul 18, 2018","281.06","280.56","281.18","280.06","44.59M","0.21%"
"Jul 17, 2018","280.47","278.47","280.91","278.41","52.32M","0.40%"
"Jul 16, 2018","279.34","279.64","279.80","278.84","48.20M","-0.09%"
"Jul 13, 2018","279.59","279.17","279.93","278.66","48.23M","0.08%"
"Jul 12, 2018","279.37","278.28","279.43","277.60","60.12M","0.91%"
"Jul 11, 2018","276.86","277.15","278.04","276.52","77.05M","-0.73%"
"Jul 10, 2018","278.90","278.41","279.01","278.08","51.97M","0.36%"
"Jul 09, 2018","277.90","276.55","277.96","276.50","50.55M","0.90%"
"Jul 06, 2018","275.42","273.14","275.84","272.71","66.49M","0.85%"
"Jul 05, 2018","273.11","272.17","273.18","270.96","56.93M","0.82%"
"Jul 03, 2018","270.90","272.87","272.98","270.42","42.19M","-0.35%"
"Jul 02, 2018","271.86","269.51","272.04","269.24","63.55M","0.21%"
"Jun 29, 2018","271.28","272.12","273.66","271.15","97.59M","0.14%"
"Jun 28, 2018","270.89","269.29","271.75","268.49","76.65M","0.57%"
"Jun 27, 2018","269.35","272.26","273.87","269.18","105.11M","-0.83%"
"Jun 26, 2018","271.60","271.64","272.56","270.79","68.68M","0.22%"
"Jun 25, 2018","271.00","273.44","273.62","269.10","137.85M","-1.36%"
"Jun 22, 2018","274.74","275.66","275.79","274.49","56.61M","0.18%"
"Jun 21, 2018","274.24","275.96","275.98","273.68","71.06M","-0.63%"
"Jun 20, 2018","275.97","276.27","276.72","275.59","53.79M","0.17%"
"Jun 19, 2018","275.50","274.00","275.75","273.53","97.53M","-0.38%"
"Jun 18, 2018","276.56","275.49","276.70","274.95","52.92M","-0.21%"
"Jun 15, 2018","277.13","276.60","277.51","275.35","120.04M","-0.57%"
"Jun 14, 2018","278.73","279.01","279.33","278.06","77.10M","0.25%"
"Jun 13, 2018","278.03","279.19","279.48","277.80","79.07M","-0.32%"
"Jun 12, 2018","278.92","279.03","279.33","278.19","72.33M","0.13%"
"Jun 11, 2018","278.56","278.44","279.37","278.31","58.89M","0.13%"
"Jun 08, 2018","278.19","276.85","278.25","276.66","72.14M","0.30%"
"Jun 07, 2018","277.37","277.95","278.28","276.34","72.97M","-0.01%"
"Jun 06, 2018","277.40","275.79","277.52","275.09","62.73M","0.84%"
"Jun 05, 2018","275.10","275.05","275.53","274.18","51.14M","0.07%"
"Jun 04, 2018","274.90","274.53","275.19","274.26","45.39M","0.48%"
"Jun 01, 2018","273.60","272.41","273.94","272.33","71.26M","0.98%"
"May 31, 2018","270.94","272.15","272.49","270.25","93.52M","-0.61%"
"May 30, 2018","272.61","270.50","273.11","270.42","69.68M","1.33%"
"May 29, 2018","269.02","270.31","271.17","267.76","115.91M","-1.15%"
"May 25, 2018","272.15","272.15","272.86","271.58","56.37M","-0.24%"
"May 24, 2018","272.80","272.91","273.22","270.78","76.04M","-0.20%"
"May 23, 2018","273.36","271.17","273.39","270.99","64.69M","0.28%"
"May 22, 2018","272.61","273.96","274.25","272.24","52.97M","-0.28%"
"May 21, 2018","273.37","273.01","273.98","271.35","58.03M","0.75%"
"May 18, 2018","271.33","271.62","272.03","270.93","64.37M","-0.25%"
"May 17, 2018","272.01","271.94","273.23","271.13","56.54M","-0.08%"
"May 16, 2018","272.24","271.14","272.76","271.11","53.94M","0.42%"
"May 15, 2018","271.10","271.59","271.61","270.03","87.04M","-0.69%"
"May 14, 2018","272.98","273.34","274.08","272.36","54.79M","0.05%"
"May 11, 2018","272.85","272.16","273.15","271.58","59.87M","0.31%"
"May 10, 2018","272.02","270.34","272.39","270.22","72.06M","0.94%"
"May 09, 2018","269.50","267.68","269.87","267.09","59.67M","0.97%"
"May 08, 2018","266.92","266.50","267.32","265.15","67.50M","0.00%"
"May 07, 2018","266.92","266.89","268.02","266.11","55.30M","0.34%"
"May 04, 2018","266.02","261.52","266.79","261.15","91.22M","1.29%"
"May 03, 2018","262.62","262.26","263.36","259.05","136.31M","-0.22%"
"May 02, 2018","263.20","264.76","265.68","262.76","86.37M","-0.67%"
"May 01, 2018","264.98","263.87","265.10","262.11","74.20M","0.18%"
"Apr 30, 2018","264.51","267.26","267.89","264.43","82.18M","-0.77%"
"Apr 27, 2018","266.56","267.00","267.34","265.50","57.05M","0.09%"
"Apr 26, 2018","266.31","264.79","267.25","264.29","67.73M","1.02%"
"Apr 25, 2018","263.63","262.91","264.13","260.85","103.84M","0.25%"
"Apr 24, 2018","262.98","267.73","267.98","261.28","112.89M","-1.35%"
"Apr 23, 2018","266.57","267.26","267.89","265.35","65.56M","-0.01%"
"Apr 20, 2018","266.61","268.81","269.06","265.61","99.95M","-0.85%"
"Apr 19, 2018","268.89","269.65","269.88","267.72","77.66M","-0.55%"
"Apr 18, 2018","270.39","270.69","271.30","269.87","57.30M","0.07%"
"Apr 17, 2018","270.19","269.33","270.87","268.75","64.68M","1.07%"
"Apr 16, 2018","267.33","267.00","268.20","266.07","63.41M","0.82%"
"Apr 13, 2018","265.15","267.41","267.54","264.01","85.08M","-0.29%"
"Apr 12, 2018","265.93","265.26","267.00","265.06","68.89M","0.82%"
"Apr 11, 2018","263.76","263.47","265.64","263.39","91.14M","-0.52%"
"Apr 10, 2018","265.15","264.27","266.04","262.98","105.57M","1.59%"
"Apr 09, 2018","261.00","261.37","264.84","259.94","105.44M","0.49%"
"Apr 06, 2018","259.72","263.42","265.11","258.00","179.52M","-2.23%"
"Apr 05, 2018","265.64","265.55","266.64","264.32","82.65M","0.79%"
"Apr 04, 2018","263.56","256.75","264.36","256.60","123.72M","1.07%"
"Apr 03, 2018","260.77","258.87","261.31","256.84","119.96M","1.28%"
"Apr 02, 2018","257.47","262.55","263.13","254.67","186.29M","-2.16%"
"Mar 29, 2018","263.15","261.12","265.26","259.84","124.24M","1.28%"
"Mar 28, 2018","259.83","260.75","262.64","258.58","146.45M","-0.30%"
"Mar 27, 2018","260.60","266.17","266.77","258.84","129.94M","-1.70%"
"Mar 26, 2018","265.11","262.13","265.43","259.41","141.96M","2.74%"
"Mar 23, 2018","258.05","264.17","265.02","257.83","183.53M","-2.13%"
"Mar 22, 2018","263.67","267.91","268.87","263.36","148.79M","-2.50%"
"Mar 21, 2018","270.43","270.90","273.27","270.19","78.71M","-0.19%"
"Mar 20, 2018","270.95","270.94","271.67","270.18","59.76M","0.17%"
"Mar 19, 2018","270.49","273.35","274.40","268.62","109.21M","-1.35%"
"Mar 16, 2018","274.20","274.50","275.39","274.14","100.34M","-0.29%"
"Mar 15, 2018","275.00","275.88","276.61","274.43","83.43M","-0.11%"
"Mar 14, 2018","275.30","277.81","278.02","274.67","105.90M","-0.51%"
"Mar 13, 2018","276.72","279.84","280.41","276.03","91.97M","-0.65%"
"Mar 12, 2018","278.52","279.20","279.91","278.08","71.92M","-0.13%"
"Mar 09, 2018","278.87","275.70","278.87","275.34","113.63M","1.74%"
"Mar 08, 2018","274.10","273.55","274.24","272.42","66.90M","0.48%"
"Mar 07, 2018","272.78","270.42","273.18","270.20","87.06M","-0.04%"
"Mar 06, 2018","272.88","273.30","273.39","271.18","79.21M","0.25%"
"Mar 05, 2018","272.19","267.73","272.89","267.61","97.31M","1.16%"
"Mar 02, 2018","269.08","265.80","269.72","264.82","139.08M","0.52%"
"Mar 01, 2018","267.70","271.41","273.17","266.00","176.86M","-1.45%"
"Feb 28, 2018","271.65","275.68","276.19","271.29","121.91M","-1.01%"
"Feb 27, 2018","274.43","278.11","278.92","274.36","99.10M","-1.25%"
"Feb 26, 2018","277.90","275.93","278.01","275.26","86.49M","1.16%"
"Feb 23, 2018","274.71","271.79","274.71","271.25","92.77M","1.59%"
"Feb 22, 2018","270.40","271.10","273.05","269.64","110.51M","0.13%"
"Feb 21, 2018","270.05","271.90","274.72","269.94","98.88M","-0.50%"
"Feb 20, 2018","271.40","272.03","273.67","270.50","86.37M","-0.63%"
"Feb 16, 2018","273.11","272.32","275.32","272.27","160.42M","0.03%"
"Feb 15, 2018","273.03","271.57","273.04","268.77","111.20M","1.28%"
"Feb 14, 2018","269.59","264.31","270.00","264.30","120.74M","1.35%"
"Feb 13, 2018","266.00","263.97","266.62","263.31","81.22M","0.25%"
"Feb 12, 2018","265.34","263.83","267.01","261.66","143.74M","1.47%"
"Feb 09, 2018","261.50","260.80","263.61","252.92","283.57M","1.50%"
"Feb 08, 2018","257.63","268.01","268.17","257.59","246.45M","-3.75%"
"Feb 07, 2018","267.67","268.50","272.36","267.58","167.38M","-0.54%"
"Feb 06, 2018","269.13","259.94","269.70","258.70","355.03M","1.97%"
"Feb 05, 2018","263.93","273.45","275.85","263.31","294.68M","-4.18%"
"Feb 02, 2018","275.45","280.08","280.23","275.41","173.17M","-2.18%"
"Feb 01, 2018","281.58","281.07","283.06","280.68","90.10M","-0.11%"
"Jan 31, 2018","281.90","282.73","283.30","280.68","118.95M","0.05%"
"Jan 30, 2018","281.76","282.60","284.74","281.22","131.80M","-1.03%"
"Jan 29, 2018","284.68","285.93","286.43","284.50","90.12M","-0.66%"
"Jan 26, 2018","286.58","284.25","286.63","283.96","107.74M","1.16%"
"Jan 25, 2018","283.30","284.16","284.27","282.40","84.59M","0.04%"
"Jan 24, 2018","283.18","284.02","284.70","281.84","134.82M","-0.04%"
"Jan 23, 2018","283.29","282.74","283.62","282.37","97.08M","0.21%"
"Jan 22, 2018","282.69","280.17","282.69","280.11","91.32M","0.81%"
"Jan 19, 2018","280.41","279.80","280.41","279.14","140.92M","0.45%"
"Jan 18, 2018","279.14","279.48","279.96","278.58","100.73M","-0.17%"
"Jan 17, 2018","279.61","278.03","280.05","276.97","113.26M","0.95%"
"Jan 16, 2018","276.97","279.35","280.09","276.18","106.56M","-0.34%"
"Jan 12, 2018","277.92","276.42","278.11","276.08","90.82M","0.65%"
"Jan 11, 2018","276.12","274.75","276.12","274.56","62.36M","0.73%"
"Jan 10, 2018","274.12","273.68","274.42","272.92","69.57M","-0.15%"
"Jan 09, 2018","274.54","274.40","275.25","274.08","57.25M","0.23%"
"Jan 08, 2018","273.92","273.31","274.10","272.98","57.32M","0.18%"
"Jan 05, 2018","273.42","272.51","273.56","271.95","83.52M","0.67%"
"Jan 04, 2018","271.61","271.20","272.16","270.54","80.64M","0.42%"
"Jan 03, 2018","270.47","268.96","270.64","268.96","90.07M","0.63%"
"Jan 02, 2018","268.77","267.84","268.81","267.40","86.66M","0.72%"
"Dec 29, 2017","266.86","268.53","268.55","266.64","96.01M","-0.38%"
"Dec 28, 2017","267.87","267.89","267.92","267.45","45.12M","0.21%"
"Dec 27, 2017","267.32","267.38","267.73","267.01","57.75M","0.05%"
"Dec 26, 2017","267.19","267.05","267.44","266.88","45.24M","-0.12%"
"Dec 22, 2017","267.51","267.60","267.63","266.90","78.72M","-0.03%"
"Dec 21, 2017","267.58","267.74","268.38","267.30","67.03M","0.21%"
"Dec 20, 2017","267.03","268.27","268.33","266.69","76.75M","-0.05%"
"Dec 19, 2017","267.17","268.48","268.53","267.09","82.38M","-0.38%"
"Dec 18, 2017","268.20","268.10","268.60","267.98","83.65M","0.63%"
"Dec 15, 2017","266.51","265.45","267.04","265.39","144.61M","0.32%"
"Dec 14, 2017","265.66","267.09","267.22","265.60","100.67M","-0.41%"
"Dec 13, 2017","266.75","267.06","267.56","266.65","102.91M","-0.01%"
"Dec 12, 2017","266.78","266.57","267.32","266.35","85.20M","0.18%"
"Dec 11, 2017","266.31","265.58","266.38","265.48","83.08M","0.30%"
"Dec 08, 2017","265.51","264.99","265.52","264.03","76.56M","0.55%"
"Dec 07, 2017","264.07","263.09","264.43","262.94","77.22M","0.32%"
"Dec 06, 2017","263.24","262.87","263.73","262.71","75.90M","0.02%"
"Dec 05, 2017","263.19","264.43","265.15","263.04","77.99M","-0.36%"
"Dec 04, 2017","264.14","266.31","266.80","264.08","94.04M","-0.12%"
"Dec 01, 2017","264.46","264.76","265.31","260.76","164.39M","-0.21%"
"Nov 30, 2017","265.01","263.76","266.05","263.67","127.89M","0.88%"
"Nov 29, 2017","262.71","263.02","263.63","262.20","77.51M","-0.06%"
"Nov 28, 2017","262.87","260.76","262.90","260.65","98.97M","1.01%"
"Nov 27, 2017","260.23","260.41","260.75","260.00","52.27M","-0.05%"
"Nov 24, 2017","260.36","260.32","260.48","260.16","27.86M","0.23%"
"Nov 22, 2017","259.76","260.00","260.15","259.57","45.03M","-0.09%"
"Nov 21, 2017","259.99","259.18","260.20","258.26","69.18M","0.65%"
"Nov 20, 2017","258.30","258.14","258.52","257.86","48.08M","0.17%"
"Nov 17, 2017","257.86","258.22","258.59","257.77","75.76M","-0.29%"
"Nov 16, 2017","258.62","257.52","259.04","257.47","67.78M","0.85%"
"Nov 15, 2017","256.44","256.62","257.22","255.63","80.81M","-0.50%"
"Nov 14, 2017","257.73","257.41","257.85","256.52","61.32M","-0.23%"
"Nov 13, 2017","258.33","257.31","258.59","257.27","50.23M","0.09%"
"Nov 10, 2017","258.09","257.73","258.29","257.37","59.98M","-0.03%"
"Nov 09, 2017","258.17","257.73","258.39","256.36","95.09M","-0.36%"
"Nov 08, 2017","259.11","258.47","259.22","258.15","50.47M","0.17%"
"Nov 07, 2017","258.67","258.97","259.35","258.09","57.50M","-0.07%"
"Nov 06, 2017","258.85","258.30","259.00","258.22","49.65M","0.15%"
"Nov 03, 2017","258.45","257.77","258.50","257.30","59.59M","0.33%"
"Nov 02, 2017","257.59","257.41","257.75","256.19","56.45M","0.04%"
"Nov 01, 2017","257.49","258.04","258.43","257.07","54.20M","0.13%"
"Oct 31, 2017","257.15","257.18","257.44","256.81","60.30M","0.16%"
"Oct 30, 2017","256.75","257.07","257.60","256.41","54.29M","-0.37%"
"Oct 27, 2017","257.71","256.47","257.89","255.63","85.56M","0.82%"
"Oct 26, 2017","255.62","255.99","256.30","255.48","69.80M","0.13%"
"Oct 25, 2017","255.29","256.18","256.31","254.00","103.72M","-0.50%"
"Oct 24, 2017","256.56","256.60","256.83","256.15","66.94M","0.18%"
"Oct 23, 2017","256.11","257.48","257.51","256.02","63.92M","-0.39%"
"Oct 20, 2017","257.11","256.70","257.14","255.77","89.18M","0.52%"
"Oct 19, 2017","255.79","254.83","255.83","254.35","61.90M","0.03%"
"Oct 18, 2017","255.72","255.90","255.95","255.50","40.89M","0.10%"
"Oct 17, 2017","255.47","255.23","255.52","254.98","31.56M","0.07%"
"Oct 16, 2017","255.29","255.21","255.51","254.82","38.22M","0.13%"
"Oct 13, 2017","254.95","255.14","255.27","254.64","54.80M","0.12%"
"Oct 12, 2017","254.64","254.66","255.06","254.37","47.07M","-0.15%"
"Oct 11, 2017","255.02","254.51","255.02","254.32","47.67M","0.16%"
"Oct 10, 2017","254.62","254.60","255.05","253.98","43.06M","0.26%"
"Oct 09, 2017","253.95","254.63","254.70","253.65","35.80M","-0.17%"
"Oct 06, 2017","254.37","254.15","254.70","253.85","80.65M","-0.11%"
"Oct 05, 2017","254.66","253.54","254.68","253.20","63.52M","0.59%"
"Oct 04, 2017","253.16","252.69","253.44","252.56","55.95M","0.12%"
"Oct 03, 2017","252.86","252.46","252.89","252.23","66.81M","0.21%"
"Oct 02, 2017","252.32","251.49","252.32","251.29","59.02M","0.43%"
"Sep 29, 2017","251.23","250.34","251.32","250.13","85.58M","0.35%"
"Sep 28, 2017","250.35","249.73","250.44","249.63","44.78M","0.12%"
"Sep 27, 2017","250.05","249.88","250.49","248.87","81.00M","0.39%"
"Sep 26, 2017","249.08","249.42","249.70","248.81","54.08M","0.06%"
"Sep 25, 2017","248.93","249.15","249.55","248.08","57.06M","-0.20%"
"Sep 22, 2017","249.44","249.05","249.63","249.02","51.21M","0.02%"
"Sep 21, 2017","249.39","249.88","249.98","249.19","48.21M","-0.27%"
"Sep 20, 2017","250.06","250.07","250.19","248.92","59.57M","0.04%"
"Sep 19, 2017","249.97","250.00","250.07","249.60","47.11M","0.10%"
"Sep 18, 2017","249.72","249.61","250.12","249.28","46.24M","0.21%"
"Sep 15, 2017","249.19","248.69","249.29","248.57","95.43M","-0.36%"
"Sep 14, 2017","250.09","249.80","250.32","249.60","95.45M","-0.03%"
"Sep 13, 2017","250.17","249.72","250.21","249.59","59.23M","0.05%"
"Sep 12, 2017","250.05","249.63","250.09","249.42","56.90M","0.34%"
"Sep 11, 2017","249.21","248.04","249.30","248.02","71.36M","1.07%"
"Sep 08, 2017","246.58","246.54","247.11","246.30","63.83M","-0.12%"
"Sep 07, 2017","246.87","247.25","247.27","246.40","58.03M","-0.01%"
"Sep 06, 2017","246.90","246.84","247.28","246.23","57.92M","0.34%"
"Sep 05, 2017","246.06","247.26","247.52","244.95","91.40M","-0.72%"
"Sep 01, 2017","247.84","247.92","248.33","247.67","62.01M","0.14%"
"Aug 31, 2017","247.49","246.72","247.77","246.05","103.80M","0.60%"
"Aug 30, 2017","246.01","244.83","246.32","244.62","62.03M","0.47%"
"Aug 29, 2017","244.85","243.06","245.15","242.93","51.14M","0.11%"
"Aug 28, 2017","244.57","245.17","245.20","244.09","40.57M","0.00%"
"Aug 25, 2017","244.56","244.90","245.61","244.39","64.45M","0.23%"
"Aug 24, 2017","243.99","245.00","245.18","243.75","50.74M","-0.23%"
"Aug 23, 2017","244.56","244.33","245.05","244.16","50.20M","-0.36%"
"Aug 22, 2017","245.44","243.57","245.62","243.55","63.14M","1.05%"
"Aug 21, 2017","242.90","242.64","243.20","241.83","65.47M","0.08%"
"Aug 18, 2017","242.71","242.90","244.19","242.20","136.75M","-0.16%"
"Aug 17, 2017","243.09","246.24","246.60","243.09","128.49M","-1.56%"
"Aug 16, 2017","246.94","247.11","247.57","246.45","56.72M","0.17%"
"Aug 15, 2017","246.51","246.98","247.00","246.16","55.24M","-0.01%"
"Aug 14, 2017","246.54","245.59","246.79","245.55","73.29M","0.99%"
"Aug 11, 2017","244.12","244.02","244.80","243.75","74.87M","0.15%"
"Aug 10, 2017","243.76","246.29","246.44","243.70","120.48M","-1.41%"
"Aug 09, 2017","247.25","246.47","247.31","246.06","62.63M","-0.00%"
"Aug 08, 2017","247.26","247.51","248.91","246.83","61.72M","-0.25%"
"Aug 07, 2017","247.87","247.49","247.87","247.37","32.00M","0.19%"
"Aug 04, 2017","247.41","247.52","247.79","246.97","60.19M","0.18%"
"Aug 03, 2017","246.96","247.31","247.34","246.64","40.86M","-0.19%"
"Aug 02, 2017","247.44","247.47","247.60","246.37","47.21M","0.05%"
"Aug 01, 2017","247.32","247.46","247.50","246.72","55.05M","0.22%"
"Jul 31, 2017","246.77","247.37","247.48","246.53","65.84M","-0.06%"
"Jul 28, 2017","246.91","246.65","247.06","246.13","50.09M","-0.12%"
"Jul 27, 2017","247.20","247.96","248.00","245.68","70.77M","-0.09%"
"Jul 26, 2017","247.43","247.75","247.79","247.13","47.58M","0.00%"
"Jul 25, 2017","247.42","247.68","247.80","247.16","54.92M","0.24%"
"Jul 24, 2017","246.82","246.79","246.98","246.28","46.62M","-0.02%"
"Jul 21, 2017","246.88","246.44","246.91","246.18","88.71M","-0.09%"
"Jul 20, 2017","247.10","247.28","247.42","246.47","47.14M","0.04%"
"Jul 19, 2017","246.99","246.02","247.00","246.01","51.03M","0.54%"
"Jul 18, 2017","245.66","245.06","245.72","244.67","42.74M","0.05%"
"Jul 17, 2017","245.53","245.47","245.91","245.33","33.53M","-0.01%"
"Jul 14, 2017","245.56","244.43","245.97","244.31","60.26M","0.47%"
"Jul 13, 2017","244.42","244.02","244.55","243.76","39.47M","0.17%"
"Jul 12, 2017","244.01","243.30","244.20","243.30","59.61M","0.75%"
"Jul 11, 2017","242.19","242.16","242.55","240.85","50.35M","-0.07%"
"Jul 10, 2017","242.37","241.95","242.80","241.76","36.66M","0.11%"
"Jul 07, 2017","242.11","241.21","242.28","240.56","57.97M","0.65%"
"Jul 06, 2017","240.55","241.89","242.03","240.34","66.12M","-0.91%"
"Jul 05, 2017","242.77","242.63","243.01","241.70","54.43M","0.23%"
"Jul 03, 2017","242.21","242.88","243.38","242.21","39.15M","0.17%"
"Jun 30, 2017","241.80","242.28","242.71","241.57","86.82M","0.19%"
"Jun 29, 2017","241.35","243.66","243.72","239.96","106.95M","-0.88%"
"Jun 28, 2017","243.49","242.50","243.72","242.23","70.04M","0.90%"
"Jun 27, 2017","241.33","243.04","243.38","241.31","82.25M","-0.81%"
"Jun 26, 2017","243.29","243.90","244.38","243.04","56.70M","0.07%"
"Jun 23, 2017","243.13","242.91","243.51","242.47","66.99M","0.12%"
"Jun 22, 2017","242.84","242.96","243.53","242.64","44.15M","-0.05%"
"Jun 21, 2017","242.95","243.42","243.59","242.41","55.98M","-0.02%"
"Jun 20, 2017","243.01","244.25","244.26","242.99","56.91M","-0.67%"
"Jun 19, 2017","244.66","243.59","244.73","243.48","65.12M","0.83%"
"Jun 16, 2017","242.64","242.77","242.83","241.63","84.55M","-0.46%"
"Jun 15, 2017","243.77","242.68","243.91","242.36","66.46M","-0.19%"
"Jun 14, 2017","244.24","244.86","244.87","243.29","78.60M","-0.13%"
"Jun 13, 2017","244.55","243.98","244.61","243.58","60.07M","0.49%"
"Jun 12, 2017","243.36","243.13","243.42","242.38","86.11M","-0.02%"
"Jun 09, 2017","243.41","244.09","245.01","241.95","132.26M","-0.15%"
"Jun 08, 2017","243.78","243.77","244.33","243.17","65.95M","0.05%"
"Jun 07, 2017","243.66","243.60","243.92","242.83","54.14M","0.19%"
"Jun 06, 2017","243.21","243.34","243.98","243.12","50.38M","-0.32%"
"Jun 05, 2017","243.99","243.97","244.30","243.76","44.70M","-0.07%"
"Jun 02, 2017","244.17","243.42","244.35","243.08","88.67M","0.33%"
"Jun 01, 2017","243.36","241.97","243.38","241.64","68.96M","0.80%"
"May 31, 2017","241.44","241.84","241.88","240.64","91.80M","-0.02%"
"May 30, 2017","241.50","241.34","241.79","241.16","35.20M","-0.09%"
"May 26, 2017","241.71","241.54","241.90","241.45","46.63M","-0.02%"
"May 25, 2017","241.76","241.20","242.08","240.96","64.07M","0.48%"
"May 24, 2017","240.61","240.32","240.73","239.93","49.18M","0.23%"
"May 23, 2017","240.05","239.95","240.24","239.51","48.34M","0.22%"
"May 22, 2017","239.52","238.90","239.71","238.82","61.01M","0.51%"
"May 19, 2017","238.31","237.33","239.08","237.27","115.01M","0.65%"
"May 18, 2017","236.77","235.73","237.75","235.43","107.05M","0.40%"
"May 17, 2017","235.82","238.10","238.64","235.75","172.17M","-1.77%"
"May 16, 2017","240.08","240.64","240.67","239.63","51.24M","-0.09%"
"May 15, 2017","240.30","239.47","240.44","239.45","61.92M","0.55%"
"May 12, 2017","238.98","239.09","239.43","238.67","53.91M","-0.17%"
"May 11, 2017","239.38","239.35","239.57","238.13","62.36M","-0.20%"
"May 10, 2017","239.87","239.39","239.87","239.15","54.29M","0.18%"
"May 09, 2017","239.44","239.96","240.19","239.04","51.36M","-0.09%"
"May 08, 2017","239.66","239.75","239.92","239.17","48.39M","-0.02%"
"May 05, 2017","239.70","239.19","239.72","238.68","62.00M","0.39%"
"May 04, 2017","238.76","238.83","238.92","237.78","61.46M","0.12%"
"May 03, 2017","238.48","238.29","238.88","237.70","73.14M","-0.12%"
"May 02, 2017","238.77","238.84","238.98","238.30","57.38M","0.04%"
"May 01, 2017","238.68","238.68","239.17","238.19","66.88M","0.25%"
"Apr 28, 2017","238.08","238.90","238.93","237.93","63.53M","-0.22%"
"Apr 27, 2017","238.60","238.77","238.95","237.98","57.41M","0.08%"
"Apr 26, 2017","238.40","238.51","239.53","238.35","84.70M","-0.06%"
